ï»¿article_link_1,article_link_1/_text,article_link_1/_title,article_image,article_image/_alt,article_link_2,article_link_2/_text,article_link_2/_title,sourcepref_value,label,date_value,date_value_dates,snippet_description_1,snippet_description_1_dates,snippet_value_1,snippet_description_2,snippet_value_2,snippet_description_3,snippet_value_3,_PAGE_NUMBER
http://news.stv.tv/scotland/1333802-david-cameron-uk-government-should-join-airstrikes-on-is-in-syria/,,stv.tv,https://t3.gstatic.com/images?q=tbn:ANd9GcTyhvxsO46kp4tV8ydH0foLZVF6fHBIaxLczLmpkdMs6R6igFj2AL90VA1gKIUCI98i6jOyhEw,,http://news.stv.tv/scotland/1333802-david-cameron-uk-government-should-join-airstrikes-on-is-in-syria/,David Cameron: UK Government should join airstrikes on IS in Syria,,stv.tv,-,"â€_Nov 26, 2015â€_",1.4485E+12,"The Prime Minister urged MPs to back airstrikes because of the ""danger ISIL poses to the country"", in a response to the Foreign Affairs Committee's Report on the war-torn country on Thursday. Mr",,Cameron,set out his case for the extension of RAF,...,,,3
http://www.breakingnews.ie/world/david-cameron-insists-uk-must-bomb-syria-to-counter-direct-threat-of-is-707557.html,,BreakingNews.ie,https://t2.gstatic.com/images?q=tbn:ANd9GcRCNvx2DzrEdweE8P2S0U4i76vdjxN6oCipteW3bGH8t0ou3Zsm18x_onesuvZk-i1l7LVPy5Ia,,http://www.breakingnews.ie/world/david-cameron-insists-uk-must-bomb-syria-to-counter-direct-threat-of-is-707557.html,David Cameron insists UK must bomb Syria to counter 'direct threat' of IS,,BreakingNews.ie,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,"has urged British MPs to protect the British public by backing air strikes against Islamic State (IS) strongholds in Syria. In an impassioned Commons statement, the British Prime Minister said the terrorist group was plotting atrocities",...,,,3
http://www.dnaindia.com/world/report-will-david-cameron-succeed-in-getting-parliamentary-support-for-air-strikes-in-syria-2149245,,Daily News & Analysis,https://t0.gstatic.com/images?q=tbn:ANd9GcR5j6-wx7v2sKZ8PqUYcoAF-Q2WXO-8uFMsXi0cJb0Ji3BXI-dwy2f9pvWzH1wSsKzN7aHbQSk,,http://www.dnaindia.com/world/report-will-david-cameron-succeed-in-getting-parliamentary-support-for-air-strikes-in-syria-2149245,Will David Cameron succeed in getting Parliamentary support for air-strikes in ...,,Daily News & Analysis,-,"â€_Nov 26, 2015â€_",1.4485E+12,Prime Minister,,David Cameron,"told lawmakers on Thursday it was time to join air strikes against Islamic State militants in Syria, saying Britain cannot ""subcontract its security to other countries"". Cameron, who lost a vote on air strikes against",...,,,3
http://www.theguardian.com/politics/blog/live/2015/nov/26/cameron-statement-syria-isis-air-strikes-not-a-sign-of-weakness-politics-live,,The Guardian (blog),https://t0.gstatic.com/images?q=tbn:ANd9GcSBkMYPVZA2WVrias8hama255INltjGm7KdG3GXC4uqzB32HHB3Z8o1g9ClFH-q5mHhsit95DM,,http://www.theguardian.com/politics/blog/live/2015/nov/26/cameron-statement-syria-isis-air-strikes-not-a-sign-of-weakness-politics-live,Cameron sets out 'moral case' for airstrikes against Isis in Syria â€“ Politics live,,The Guardian (blog),-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,"'s 36-page document is certainly dossier-length but, as he stressed repeatedly in his marathon Commons performance, he wants to avoid making the mistakes Tony Blair made in 2003 and he was doing everything he could to avoid hyperbole ...",,,,3
http://www.manchestereveningnews.co.uk/news/uk-news/isis-airstrikes-syria-uk-cameron-10506763,,Manchester Evening News,https://t1.gstatic.com/images?q=tbn:ANd9GcS8JazPp5kq3qAXkpU5OPc2SleKLee5oJBF19mxAB3S2Jr3-yOcPKiZvZbqAvywD4-gg_CColQ,,http://www.manchestereveningnews.co.uk/news/uk-news/isis-airstrikes-syria-uk-cameron-10506763,David Cameron outlines case for airstrikes against Isis in Syria,,Manchester Evening News,-,"â€_Nov 26, 2015â€_",1.4485E+12,"The Prime Minister has outlined the case for launching airstrikes against Isis in Syria, calling the fight against violent Islamism 'the battle of our generation'.",,David Cameron,told a packed House of Commons military action was now in the national,...,,,3
,,,,,https://www.tvnz.co.nz/one-news/world/we-have-to-hit-these-terrorists-in-their-heartlands-david-cameron-tells-mps-back-airstrikes-syria,'We have to hit these terrorists in their heartlands' - David Cameron tells ...,,TVNZ,-,â€_19 hours agoâ€_,,"Britain is being urged to join forces with its key allies, the United States and France, to make airstrikes on ISIS in Syria. British Prime Minister",,David Cameron,"urged skeptical lawmakers in the UK to back the call for airstrikes, saying that the",...,,,3
http://www.gloucestercitizen.co.uk/Prime-Minister-David-Cameron-sets-case-air/story-28247189-detail/story.html,,Gloucester Citizen,https://t0.gstatic.com/images?q=tbn:ANd9GcSst-9FJ1BLKI089I-icERG-oueO9LJdWK_P2w7iaUSgm_Y66cwd13Vz_kfECx7_HF3UH87odw,,http://www.gloucestercitizen.co.uk/Prime-Minister-David-Cameron-sets-case-air/story-28247189-detail/story.html,Prime Minister David Cameron sets out case for air strikes in Syria,,Gloucester Citizen,-,"â€_Nov 26, 2015â€_",1.4485E+12,Prime Minister,,David Cameron,"sets out case for air strikes in Syria. By CitizenChip | Posted: November 26, 2015. FotorCreated. SHARE PICTURE. Copy link to paste in your message. â€‹Prime Minister",David Cameron,has released his statement on why he ...,,3
http://home.bt.com/news/uk-news/david-cameron-uk-must-act-now-against-islamic-state-11364021301545,,BT.com,https://t1.gstatic.com/images?q=tbn:ANd9GcSQwc2cAXZylqbhjrJKGIo8q4vRS6xjX5xipUE9asGpM2KpczRedcsEwTXAGwRSXOYfW0s7g4c,,http://home.bt.com/news/uk-news/david-cameron-uk-must-act-now-against-islamic-state-11364021301545,David Cameron: UK must act now against Islamic State,,BT.com,-,"â€_Nov 25, 2015â€_",1.44841E+12,"The UK cannot afford to wait for a political settlement in Syria before targeting Islamic State in the country,",,David Cameron,"has said. The Prime Minister told MPs ""we should be acting now"" to take the fight to the terror group in Syria. His statement",...,,,3
http://www.chroniclelive.co.uk/news/north-east-news/north-east-mps-divided-david-10507924,,ChronicleLive,https://t2.gstatic.com/images?q=tbn:ANd9GcTzqDZDsNnipTSzzwZlyQ3wcEUyAfQ25lwjica0D_4vWKgaLMDab0r3_yxiqBdOd63Uf6fJDo00,,http://www.chroniclelive.co.uk/news/north-east-news/north-east-mps-divided-david-10507924,North East MPs divided as David Cameron sets out case for fighting ISIL in Syria,,ChronicleLive,-,"â€_Nov 26, 2015â€_",1.4485E+12,Prime Minister,,David Cameron,has asked MPs to back his plan to send British military forces to fight ISIL in Syria. He wants the UK to join the US and France in an air campaign against the terror group in their Syrian heartland - and may hold a vote in,...,,,3
http://www.belfasttelegraph.co.uk/video-news/video-60-seconds-david-cameron-on-syria-airstrikes-34236838.html,,Belfast Telegraph,https://t3.gstatic.com/images?q=tbn:ANd9GcQwOAkVT1Jk-vngOmyrlw76aauCu8wLbUfOJnS4QlCT3kZ_UpLKolIHCRK_pTTQvihCvYTEVGJ1,,http://www.belfasttelegraph.co.uk/video-news/video-60-seconds-david-cameron-on-syria-airstrikes-34236838.html,Video: 60 seconds - David Cameron on Syria airstrikes,,Belfast Telegraph,-,"â€_Nov 26, 2015â€_",1.4485E+12,"In an impassioned Commons statement, the Prime Minister says the UK can not afford to ""stand aside"" from the fight and it is ""morally"" unacceptable to leave the US, France and other allies to carry the burden. He insists there is strong legal",,...,,,,,3
http://home.bt.com/news/news-extra/david-cameron-appeals-to-mps-to-back-syria-bombing-asking-if-not-now-when-11364021514918,,BT.com,https://t1.gstatic.com/images?q=tbn:ANd9GcRNLxE_fGHaIzDUkYLQt-rD8Ly-0p_T78FvkDoPQUbN57R8erOa6Hm8aysvfeFXXA05QlMi1Yk,,http://home.bt.com/news/news-extra/david-cameron-appeals-to-mps-to-back-syria-bombing-asking-if-not-now-when-11364021514918,"David Cameron appeals to MPs to back Syria bombing, asking 'If not now, when?'",,BT.com,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,Cameron,said he would not call a vote in the Commons on airstrikes in Syria until he was sure there was a clear majority in favour of action as defeat would be a â€œpublicity coupâ€ù for IS. He told MPs that Britain must judge whether inaction in Syria,...,,,3
https://www.holyrood.com/articles/news/david-cameron-makes-case-air-strikes-syria,,Holyrood.com,https://t3.gstatic.com/images?q=tbn:ANd9GcQFBB250rQek_tqodKrjMZXXBEcmnwpOCiKc4eH351nZyXyxMT9WzZM2GnqFLo_WhkMxgQAcFw,,https://www.holyrood.com/articles/news/david-cameron-makes-case-air-strikes-syria,David Cameron makes case for air strikes in Syria,,Holyrood.com,-,"â€_Nov 26, 2015â€_",1.4485E+12,"UK air strikes on terror organisation ISIL fighters in Syria would be an act of â€œself-defenceâ€ù, Prime Minister",,David Cameron,"has said. Laying out his case for military action to the House of Commons, Cameron said the UK â€œis already in the top tier of",...,,,3
http://www.news.com.au/world/europe/uk-prime-minister-david-cameron-calls-on-support-to-join-air-strikes-in-syria/news-story/91c4aea4267d1c017e374b0639a6d1bf,,NEWS.com.au,,,http://www.news.com.au/world/europe/uk-prime-minister-david-cameron-calls-on-support-to-join-air-strikes-in-syria/news-story/91c4aea4267d1c017e374b0639a6d1bf,Charles Miranda in London and Network WritersNews Corp Australia Network,,NEWS.com.au,-,"â€_Nov 26, 2015â€_",1.4485E+12,Prime Minister,,David Cameron,"has revealed a 36-page plan to parliament that outlined Britain's military, diplomatic and financial commitment to combat ISIS â€œin their heartlandsâ€ù before they attack on British soil. His comments come after the Great",...,,,3
http://gazettestandard.com/2015/11/26/david-cameron-sets-out-case-for-air-strikes-on-is-in-syria/,,Gazettestandard.com (blog),https://t2.gstatic.com/images?q=tbn:ANd9GcTqsoXQ-sELhzykJIEdp3F9qOQDkVg8mITXWY6VDmugbhl69G1eaMvrgieCOxduwHkPWC17Nu8,,http://gazettestandard.com/2015/11/26/david-cameron-sets-out-case-for-air-strikes-on-is-in-syria/,David Cameron sets out case for air strikes on IS in Syria,,Gazettestandard.com (blog),-,â€_18 hours agoâ€_,,"Sole Green MP Caroline Lucas confirmed she will vote against military action in Syria on the evidence presented so far, describing the case presented by Mr Cameron as ""neither comprehensive nor compelling"".",,David Cameron,has urged MPs to protect the ...,,,,3
,,,,,http://www.legitgov.org/David-Cameron-make-case-Syria-air-strikes,David Cameron to make case for Syria air strikes,,Citizens for Legitimate Government,-,"â€_Nov 25, 2015â€_",1.44841E+12,,,David Cameron,to make case for Syria air strikes | 26 Nov 2015 |,David Cameron,is to present his case to the Commons later for the UK launching air strikes against the so-called Islamic State group in Syria. The prime minister will urge MPs to back,...,3
http://www.livemint.com/Politics/TChUwJVLbfWS7jOYAYNJiL/David-Cameron-urges-UK-Syria-strikes-to-counter-urgent-Isl.html,,Livemint,https://t3.gstatic.com/images?q=tbn:ANd9GcSmnUxVaXS3ncC1yvU_qmdNwVYL_QEmXVKOihRnwQ3THY_g5x19KHSZWLenRNdtQmE84m94goE,,http://www.livemint.com/Politics/TChUwJVLbfWS7jOYAYNJiL/David-Cameron-urges-UK-Syria-strikes-to-counter-urgent-Isl.html,David Cameron urges UK Syria strikes to counter 'urgent' Islamic State threat,,Livemint,-,"â€_Nov 26, 2015â€_",1.4485E+12,London:,,David Cameron,"called on lawmakers to back his calls for British air strikes in Syria, saying Islamic State poses an â€œurgentâ€ù threat that will intensify the longer the organization is allowed to grow. The prime minister addressed Parliament on",...,,,4
http://bsccomment.com/2015/11/27/war-on-isis-david-cameron-calls-for-united-kingdom-air.html,,Comment (subscription),https://t2.gstatic.com/images?q=tbn:ANd9GcSBzHPCkNdMiPkzESNTW38Mg5y002CDL72mrucBwDQiJVv3gwPsGJRJuvGtl6RQth77F7meHU77,,http://bsccomment.com/2015/11/27/war-on-isis-david-cameron-calls-for-united-kingdom-air.html,War on Isis: David Cameron calls for United Kingdom air strikes on Syria,,Comment (subscription),-,â€_10 hours agoâ€_,,"In a bid to shore up support for his anti-war position, he took the unusual step of writing to Labour MPs setting out his views and urging them to oppose air strikes. The Prime Minister said there would not be a vote in the Commons unless there was a",,...,,,,,4
http://www.shropshirestar.com/news/uk-news/2015/11/27/jeremy-corbyn-faces-shadow-cabinet-revolt-over-syria-is-air-strikes/,,shropshirestar.com,https://t1.gstatic.com/images?q=tbn:ANd9GcTr-kRHHABSCopghL3663zG8PQQHEIE9iRGVeU5XBjXK0sgE--oTXOboDGDsAXLsIid2zdoJz-N,,http://www.shropshirestar.com/news/uk-news/2015/11/27/jeremy-corbyn-faces-shadow-cabinet-revolt-over-syria-is-air-strikes/,Hilary Benn 'will not resign' in protest at Corbyn's airstrikes opposition,,shropshirestar.com,-,â€_6 hours agoâ€_,,Mr,,Cameron,"said: ""I thought many Members of Parliament on all sides of the House of Commons yesterday agreed there was a compelling case, so I would urge all of them to vote on the basis of the arguments for effective action on a compelling case to",...,,,4
https://www.rt.com/op-edge/323561-david-cameron-isis-strategy/,,RT,https://t3.gstatic.com/images?q=tbn:ANd9GcTnDjIO7z4Oq3egVTgByLvKxTZeYXcmVqH82PnkEDZC6hZvfGBcWwRAvKGKX98-p2tu4G9XHpDe,,https://www.rt.com/op-edge/323561-david-cameron-isis-strategy/,Cameron's 'deceitful' strategy to get UK Syrian involvement,,RT,-,"â€_Nov 26, 2015â€_",1.4485E+12,RT: Will the UK Prime Minister,,David Cameron,"manage to convince Parliament that Britain should join the aerial campaign against Islamic State forces in Syria? Peter Ford: His case was very unconvincing. He put forward, I would call, a deceitful sort of ...",,,,4
http://www.mirror.co.uk/news/world-news/david-cameron-argue-bombing-syria-6902913,,Mirror.co.uk,https://t2.gstatic.com/images?q=tbn:ANd9GcQwa3kNDA8vvztTE5bBu1ZR7iK4TZuB7Q4WEP4owWpYpqwe2jk9X8G0DK4Jy5i4JD2uB3hmoWc,,http://www.mirror.co.uk/news/world-news/david-cameron-argue-bombing-syria-6902913,David Cameron to argue bombing Syria is needed to stop ISIS terror threat to UK,,Mirror.co.uk,-,"â€_Nov 25, 2015â€_",1.44841E+12,"ISIS is orchestrating terror plots against the UK from its Syrian stronghold,",,David Cameron,will warn as he argues for an extension of British bombing. The Prime Minister will set out the case for RAF jets and drones to strike at targets in Syria,...,,,4
https://uk.news.yahoo.com/war-isis-david-cameron-unveil-084334685.html,,Yahoo News UK,https://t2.gstatic.com/images?q=tbn:ANd9GcReK7cyQE7fVLTk_Yq8hVYo3y6-5M9jYqTr1ueg8IFcBs6vpXgdz9dm-3277ojU7Ou-z6V_a_W2,,https://uk.news.yahoo.com/war-isis-david-cameron-unveil-084334685.html,War on Isis: David Cameron to unveil British plan to bomb Islamic State ...,,Yahoo News UK,-,"â€_Nov 26, 2015â€_",1.4485E+12,"The UK must join the war against the Islamic State (Isis) in Syria as the jihadists represent a dangerous threat to Britain,",,David Cameron,is expected to argue. The prime minister will make the plea when he addresses MPs over his proposal to launch air,...,,,4
http://www.express.co.uk/news/politics/622224/David-Cameron-Prime-Minister-Syria-airstrikes-ISIS-Islamic-State-House-of-Commons,,Express.co.uk,https://t3.gstatic.com/images?q=tbn:ANd9GcRPyO5MoVoF8VEhkEl7Q-EOFUI3389ZCSEleuexjD4VA9LhxlKsC5pFykGrEiwNSK4ocsxLbNM,,http://www.express.co.uk/news/politics/622224/David-Cameron-Prime-Minister-Syria-airstrikes-ISIS-Islamic-State-House-of-Commons,PM's 36-PAGE plan for Syria airstrikes: State-of-the-art British missiles will ...,,Express.co.uk,-,"â€_Nov 26, 2015â€_",1.4485E+12,Mr,,Cameron,"claimed ""second to none"" British surveillance was already playing a major role in the US-led coalition's action in Syria, adding: ""It is illogical that our aircraft are deployed to carry out the important task of finding and tracking high",...,,,4
https://uk.news.yahoo.com/war-isis-read-david-camerons-102856399.html,,Yahoo News UK,https://t0.gstatic.com/images?q=tbn:ANd9GcS76KmpN6Qs9X6fQF26UoeDrU_eOn7IyVyDu5IILQIV1FFh2fx_kx8sC9wNG8-9VqcwVvVceWjx,,https://uk.news.yahoo.com/war-isis-read-david-camerons-102856399.html,War on Isis: Read David Cameron's case for UK air strikes against jihadists in ...,,Yahoo News UK,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,has published his full response to the Foreign Affairs Committee ahead of his major speech in the House of Commons at 10.30am GMT on 26 November. He will make the case for UK air strikes on Islamic State (Isis) targets in Syria in the ...,,,,4
http://observervoice.com/2015/11/jeremy-corbyn-questions-whether-david-camerons-plan-for-uk/,,ObserverVoice.com (blog),https://t0.gstatic.com/images?q=tbn:ANd9GcQ3Cg4DqyFukjWfalU49dmlNhanpsaGsC_4dFTroLoAuIeuC-2FXrSQ_QI61cgBH2wgZLfiSAc,,http://observervoice.com/2015/11/jeremy-corbyn-questions-whether-david-camerons-plan-for-uk/,Jeremy Corbyn Questions Whether David Cameron's Plan For UK Airstrikes In,,ObserverVoice.com (blog),-,â€_18 hours agoâ€_,,"Jeremy Corbyn has written to Labour MPs explaining why he ""cannot support""",,David Cameron's,"proposals for extending British air strikes into Syria. Liberal Democrat leader Tim Farron said that Mr Cameron would have to provide ""much more evidence"" that ...",,,,4
https://uk.news.yahoo.com/war-isis-david-camerons-lack-120458904.html,,Yahoo News UK,https://t2.gstatic.com/images?q=tbn:ANd9GcTlw73YyyJHmpnaydbg8SfMUKNzsrJQ7TSnyhAGSfahmMcLfZPC12OgVS9NhG-M29IA41ILdBNQ,,https://uk.news.yahoo.com/war-isis-david-camerons-lack-120458904.html,War on Isis: David Cameron's lack of post-war Syria strategy should frighten ...,,Yahoo News UK,-,"â€_Nov 26, 2015â€_",1.4485E+12,There were few surprises in,,David Cameron,"'s address to the Commons on Britain's intervention against Islamic State (Isis). While his desire to act to end Syria's bloody four-and-a-half-year war is commendable, the strategy has worrying echoes of",...,,,4
http://www.malverngazette.co.uk/news/14105951.I_m_ready_to_support_David_Cameron_in_bombing_Syria__says_Worcester_s_MP/,,Malvern Gazette,https://t2.gstatic.com/images?q=tbn:ANd9GcTeAgYIKmbMyigJUxXcMBmwB2KBj5f97XcSTNjyU9_IywvfvArgpvxitO5WSyywBaGK5Z47hSw,,http://www.malverngazette.co.uk/news/14105951.I_m_ready_to_support_David_Cameron_in_bombing_Syria__says_Worcester_s_MP/,"I'm ready to support David Cameron in bombing Syria, says Worcester's MP",,Malvern Gazette,-,â€_19 hours agoâ€_,,"Robin Walker has told your Worcester News he has ""reluctantly"" come to the view British troops should be allowed to launch airstrikes on Islamic State (IS) terrorists providing",,David Cameron,follows his seven-point plan laid out in the Commons today.,,,,4
https://uk.news.yahoo.com/syria-air-strikes-tory-mps-121157240.html,,Yahoo News UK,https://t0.gstatic.com/images?q=tbn:ANd9GcQIViB7fgwba2aWLLnHMo9c1v_P4rurn-0xr_qspVqgEs5IGRKZzCQB3yopq1U34bFO5llvQSB_,,https://uk.news.yahoo.com/syria-air-strikes-tory-mps-121157240.html,Syria air strikes: Tory MPs grill David Cameron over anti-Isis rebels in ...,,Yahoo News UK,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,faced tough questions from his own MPs when he outlined his case for extending UK air strikes on Islamic State (Isis) targets to Syria. The prime minister said Britain should intervene in the civil war as jihadists represent a threat to,...,,,4
,,,,,http://www.independent.ie/world-news/europe/paris-terror-attacks/uk-prime-minister-david-cameron-reveals-36page-plan-to-bomb-syria-34236146.html,UK Prime Minister David Cameron reveals 36-page plan to bomb Syria,,Irish Independent,-,"â€_Nov 26, 2015â€_",1.4485E+12,French President Francois Hollande (R) escorts British Prime Minister,,David Cameron,. British Prime Minister,David Cameron,has told the Commons Foreign Affairs Committee that Britain should extend its military campaign against Islamic State into Syria.,,4
http://www.freepressjournal.in/syria-action-would-be-in-britains-interest-david-cameron/,,Free Press Journal,https://t1.gstatic.com/images?q=tbn:ANd9GcTPQyRygWrS1IJ8XlR-o961INBT35wH1NVS3QNH6hvPnbxFLpDvS_WNAQCcvr7bKfvcBPq4y8A,,http://www.freepressjournal.in/syria-action-would-be-in-britains-interest-david-cameron/,Syria action would be in Britain's interest: David Cameron,,Free Press Journal,-,"â€_Nov 26, 2015â€_",1.4485E+12,London: British Prime Minister,,David Cameron,"has said airstrikes against Islamic State militants in Syria would be in Britain's â€œnational interestâ€ù. While making a case in the House of Commons for military action, the prime minister denied claims that",...,,,4
http://www.nytimes.com/2015/11/27/world/europe/david-cameron-britain-syria-isis.html,,New York Times,https://t3.gstatic.com/images?q=tbn:ANd9GcT_sMSjC_xH9ozmveZMcBNGpheTm3P0zThbbQnxCuT7J5YsMLN5i8uZQV1-CDdlNmd304L3DuMP,,http://www.nytimes.com/2015/11/27/world/europe/david-cameron-britain-syria-isis.html,Britain and Germany Test Support for Stronger Steps Against ISIS,,New York Times,-,â€_22 hours agoâ€_,,"Having also met with Mr. Hollande this week, Britain's prime minister,",,David Cameron,", on Thursday described the Islamic State, also known as ISIL, as a â€œgrave dangerâ€ù as he sought to persuade wavering lawmakers to authorize airstrikes in Syria. â€œEvery",...,,,4
http://www.independent.co.uk/news/uk/home-news/david-cameron-sets-out-case-for-british-air-strikes-in-syria-but-will-it-make-the-uk-safer-from-isis-a6749621.html,,The Independent,https://t0.gstatic.com/images?q=tbn:ANd9GcSLuAQ4x6PqyPbwDMzmwwGswa2kS8FaWR8X7gcWpiRV4iv69-7Yo40Mat-feF3EAlFIEDdn2vk,,http://www.independent.co.uk/news/uk/home-news/david-cameron-sets-out-case-for-british-air-strikes-in-syria-but-will-it-make-the-uk-safer-from-isis-a6749621.html,Isis threat to UK 'will only increase' if UK starts air strikes in Syria,,The Independent,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,"has set out his case for Britain to wage war in Syria, saying that the Isis militant group is â€œnot a threat that can be negotiated awayâ€ù. If the RAF begins air strikes against Isis in Syria, it will become the fourth country in the region",...,,,4
,,,,,http://www.huffingtonpost.co.uk/2015/11/25/david-cameron-accused-of-_0_n_8646138.html,David Cameron Accused Of Playing Political Games Over Security Briefing For ...,,Huffington Post UK,-,"â€_Nov 25, 2015â€_",1.44841E+12,... Like The Sun's Â· Sara Mahmoud :Shared Ownership - Who Does It Work For? View all featured blog posts Â· Politics Â· 100 Days Of Dave Â· Waugh Zone Â· Budget Â· Tories Â· Labour Â· SNP Â· Lib Dems Â· Ukip Â·,,David Cameron,Â· George Osborne Â· Boris Johnson Â· EU ...,,,,4
http://www.ft.com/cms/s/0/03c534a8-942a-11e5-b190-291e94b77c8f.html,,Financial Times,https://t2.gstatic.com/images?q=tbn:ANd9GcTJ8YC0C42gCu5WGQNkYDhbpCEbFhadKBO2ztqzVZcq4bpRooYf_tCXPcwYT1dgRmv1t-NQwW8,,http://www.ft.com/cms/s/0/03c534a8-942a-11e5-b190-291e94b77c8f.html,UK prime minister set to call vote next week on Isis air strikes,,Financial Times,-,â€_15 hours agoâ€_,,,,David Cameron,"is set to exploit deep Labour divisions by holding a vote next week on British air strikes against Isis targets in Syria, amid growing certainty that he can now command a Commons majority. On Thursday, Mr Cameron published a detailed case ...",,,,4
http://graphic.com.gh/international/international-news/54096-david-cameron-syria-action-would-be-in-the-uk-s-national-interest.html,,Graphic Online,https://t1.gstatic.com/images?q=tbn:ANd9GcSDIyuLvkYyU9eAGtLgh0xMMJUTG3DX7pFtxxM0eNoAsuPBvdS4FRE3cyWq2p3qvgbSTIhB1tLb,,http://graphic.com.gh/international/international-news/54096-david-cameron-syria-action-would-be-in-the-uk-s-national-interest.html,David Cameron: Syria action would be in the UK's national interest,,Graphic Online,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,David Cameron,"says air strikes against Islamic State militants Syria would be in the UK's ""national interest"". The prime minister denied claims it would make the UK a bigger target for terror attacks, as he made the case for military action in the Commons.",,,,4
http://www.theguardian.com/politics/2015/nov/26/syria-airstrikes-cameron-case-highly-contentious,,The Guardian,https://t0.gstatic.com/images?q=tbn:ANd9GcS4JFKk5T7HcgW2aeJY0ZebCLMXT3kTrehvXa0c60EBKbdd92sNiaAFQH30W_zVBjn3wf2FHC4,,http://www.theguardian.com/politics/2015/nov/26/syria-airstrikes-cameron-case-highly-contentious,Why Cameron's case for Syria airstrikes is highly contentious,,The Guardian,-,"â€_Nov 26, 2015â€_",1.4485E+12,"The coalition repeatedly says it has shrunk the geographical area controlled by Isis by 30% in the past year, but in that same period Isis has advanced on and taken Ramadi in Iraq and Palmyra in Syria. In any event,",,Cameron,goes on to concede that air ...,,,,4
http://www.birminghammail.co.uk/news/midlands-news/midland-mps-divided-cameron-explains-10506068,,Birmingham Mail,https://t2.gstatic.com/images?q=tbn:ANd9GcQ5aj4zlHZZkNcliqu4WEYNOt0bZUmDl90KnWrMOl8EM2FPaGr9YtunfPhx1clVG81891JCW4qF,,http://www.birminghammail.co.uk/news/midlands-news/midland-mps-divided-cameron-explains-10506068,Midland MPs divided as Cameron explains why Britain must fight ISIL in Syria,,Birmingham Mail,-,"â€_Nov 26, 2015â€_",1.4485E+12,"But the UK will not send ground forces to Syria, instead relying on local fighters such as Kurds to take the fight to the terrorists. Mr",,Cameron,"set out his case in a speech to MPs. And he immediately faced opposition, with Black Country MP",David,,...,4
http://mashable.com/2015/11/26/british-airstrikes-syria/,,Mashable,https://t0.gstatic.com/images?q=tbn:ANd9GcRasCkE6LmBqKXDz5G_4DjhXmsxprFHptSTH73qV2W6BPD1A8Sdz-hgRx7pRicZP2ZiA3OkceHG,,http://mashable.com/2015/11/26/british-airstrikes-syria/,David Cameron: Airstrikes in Syria in Britain's 'national interest',,Mashable,-,"â€_Nov 26, 2015â€_",1.4485E+12,,,Cameron,"is making his case to lawmakers on Thursday to back his plan for military action. His proposal has new urgency after attacks in Paris on Nov. 13 in which 130 were killed. Ahead of outlining his position to the Commons,",Cameron,tweeted Thursday ...,,4
http://www.ngrguardiannews.com/2015/11/britain-should-join-syria-air-strikes-says-cameron/,,The Guardian Nigeria (satire) (press release) (blog),https://t0.gstatic.com/images?q=tbn:ANd9GcRRgaGYmUFWM904045isWL9r5z6KPp52lXA8LhEYILU2d0a80C-qIQxt02MhLoNI6mE3Hvs-fE,,http://www.ngrguardiannews.com/2015/11/britain-should-join-syria-air-strikes-says-cameron/,"Britain should join Syria air strikes, says Cameron",,The Guardian Nigeria (satire) (press release) (blog),-,â€_15 hours agoâ€_,,"He told the House of Commons that United States President Barack Obama and French President, Francois Hollande, had urged Britain to join the military campaign. â€œThese are our closest allies and they want our help,â€ù he said.",,Cameron,said if Britain,...,,,4
http://www.itv.com/news/update/2015-11-27/cameron-urges-labour-mps-to-do-the-right-thing-on-syria/,,ITV News,https://t2.gstatic.com/images?q=tbn:ANd9GcSC4M1UYYKXXbA_TckuPxQTksOKYUCvNfofL_4_mVNuImBN25Wdag8uwMKEbrhzL1d_fCF5ixk,,http://www.itv.com/news/update/2015-11-27/cameron-urges-labour-mps-to-do-the-right-thing-on-syria/,Cameron urges Labour MPs to 'do the right thing' on Syria,,ITV News,-,â€_6 hours agoâ€_,,"On Thursday,",,David Cameron,"urged the House of Commons to back military action against so-called Islamic State in Syria, saying the group posed a ""serious and undeniable"" threat to Britain. But in a letter to his MPs, Mr Corbyn rejected Mr Cameron's",...,,,4
http://www.independent.ie/world-news/europe/cameron-spells-out-plans-to-blitz-isil-for-several-years-34238811.html,,Irish Independent,https://t2.gstatic.com/images?q=tbn:ANd9GcT81gyT60rASoskoH8LKhrkb5Gdb9GdnHtpbCKvLxpZZ_58U_t8z_uPVFQzojX6sT2DjPrsIHo1,,http://www.independent.ie/world-news/europe/cameron-spells-out-plans-to-blitz-isil-for-several-years-34238811.html,Cameron spells out plans to blitz Isil for several years,,Irish Independent,-,â€_12 hours agoâ€_,,British Prime Minister,,David Cameron,"has set out his detailed case for British airstrikes against Isil in Syria as part of a ""comprehensive"" strategy to tackle the group. Share. Facebook Â· Twitter Â· Google Â· Email. Go To. Comments. Mr Cameron warned",...,,,4
