,country,year,Wbcode,oecd,guerilla,overall.conflict,riots,strikes,demos,assassinations,internet,computers,radios,tvs,newspapers,landlines,mobiles
7490,Italy,1926,ITA,OECD,1,2937,0,0,0,3,NA,NA,NA,NA,NA,0.00441,NA
7491,Italy,1927,ITA,OECD,0,625,0,0,0,2,NA,NA,NA,NA,NA,0.00466,NA
7492,Italy,1928,ITA,OECD,0,562,0,0,0,1,NA,NA,NA,NA,NA,0.00492,NA
7493,Italy,1929,ITA,OECD,0,1000,0,0,1,2,NA,NA,NA,NA,NA,0.00662,NA
7494,Italy,1930,ITA,OECD,0,1250,1,0,1,1,NA,NA,NA,NA,NA,0.00827,NA
7495,Italy,1931,ITA,OECD,1,1500,0,0,0,0,NA,NA,NA,NA,NA,0.00991,NA
7496,Italy,1932,ITA,OECD,0,312,0,0,0,1,NA,NA,NA,NA,NA,0.01152,NA
7497,Italy,1933,ITA,OECD,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.01194,NA
7498,Italy,1934,ITA,OECD,0,562,1,0,0,0,NA,NA,NA,NA,NA,0.01235,NA
7499,Italy,1935,ITA,OECD,0,0,0,0,0,0,NA,NA,NA,NA,NA,0.01276,NA
7500,Italy,1936,ITA,OECD,0,312,1,0,0,0,NA,NA,0.0162,NA,NA,0.01317,NA
7501,Italy,1937,ITA,OECD,0,0,0,0,0,0,NA,NA,0.0191,NA,NA,0.01356,NA
7502,Italy,1938,ITA,OECD,0,250,0,0,0,0,NA,NA,0.0221,NA,NA,0.01394,NA
7503,Italy,1939,ITA,OECD,0,125,0,0,1,0,NA,NA,0.0256,NA,NA,0.01426,NA
7504,Italy,1946,ITA,OECD,1,12187,25,3,4,0,NA,NA,0.0324,NA,0.11,0.0185,NA
7505,Italy,1947,ITA,OECD,11,27625,19,7,9,1,NA,NA,0.0399,NA,0.1095,0.02016,NA
7506,Italy,1948,ITA,OECD,1,4875,9,2,0,1,NA,NA,0.0473,NA,0.109,0.02178,NA
7507,Italy,1949,ITA,OECD,4,10187,11,5,2,0,NA,NA,0.0546,NA,0.1085,0.02384,NA
7508,Italy,1950,ITA,OECD,0,8750,9,6,1,1,NA,NA,0.0662,NA,0.108,0.0263,NA
7509,Italy,1951,ITA,OECD,0,1750,1,1,3,1,NA,NA,0.0774,NA,0.1075,0.02742,NA
7510,Italy,1952,ITA,OECD,0,2750,4,2,6,0,NA,NA,0.0884,NA,0.107,0.02951,NA
7511,Italy,1953,ITA,OECD,0,2000,2,2,3,0,NA,NA,0.0997,NA,0.1063,0.03433,NA
7512,Italy,1954,ITA,OECD,0,2562,3,4,1,0,NA,NA,0.1112,NA,0.1056,0.03884,NA
7513,Italy,1955,ITA,OECD,0,625,0,0,1,0,NA,NA,0.1192,NA,0.105,0.04482,NA
7514,Italy,1956,ITA,OECD,1,1687,1,0,1,0,NA,NA,0.1271,NA,0.1043,0.04982,NA
7515,Italy,1957,ITA,OECD,1,2187,1,0,1,0,NA,NA,0.1355,NA,0.1036,0.05578,NA
7516,Italy,1958,ITA,OECD,0,375,0,0,1,0,NA,NA,0.1437,NA,0.103,0.0602,NA
7517,Italy,1959,ITA,OECD,0,1187,3,0,0,0,NA,NA,0.161,NA,0.1023,0.06658,NA
7518,Italy,1960,ITA,OECD,0,3250,8,0,0,0,NA,NA,0.1805,0.04216,0.1016,0.07255,NA
7519,Italy,1961,ITA,OECD,4,6250,4,0,0,0,NA,NA,0.2033,0.05005,0.101,0.07976,NA
7520,Italy,1962,ITA,OECD,1,1812,1,0,0,0,NA,NA,0.2285,0.05926,0.104,0.09185,NA
7521,Italy,1963,ITA,OECD,1,2500,0,0,2,0,NA,NA,0.2569,0.07018,0.107,0.09941,NA
7522,Italy,1964,ITA,OECD,1,1750,0,0,0,0,NA,NA,0.2888,0.0831,0.11,0.10821,NA
7523,Italy,1965,ITA,OECD,0,0,0,0,0,0,NA,NA,0.3228,0.09789,0.113,0.11595,NA
7524,Italy,1966,ITA,OECD,0,1000,2,0,1,0,NA,NA,0.3616,0.1155,0.112,0.12444,NA
7525,Italy,1967,ITA,OECD,1,1562,1,0,0,0,NA,NA,0.4052,0.13634,0.117,0.13479,NA
7526,Italy,1968,ITA,OECD,0,3687,7,1,4,0,NA,NA,0.4538,0.16089,0.122,0.14695,NA
7527,Italy,1969,ITA,OECD,5,8000,4,2,0,0,NA,NA,0.5082,0.1898,0.127,0.16039,NA
7528,Italy,1970,ITA,OECD,0,5000,6,6,3,0,NA,NA,0.5693,0.224,0.1365,0.17489,NA
7529,Italy,1971,ITA,OECD,0,4375,10,0,6,0,NA,NA,0.5732,0.23191,0.146,0.1915,NA
7530,Italy,1972,ITA,OECD,0,3250,6,2,3,0,NA,NA,0.5758,0.24103,0.133,0.20873,NA
7531,Italy,1973,ITA,OECD,1,1750,0,0,0,0,NA,NA,0.5775,0.24959,0.12,0.22976,NA
7532,Italy,1974,ITA,OECD,2,5375,2,6,2,0,NA,NA,0.5798,0.2583,0.126,0.24737,NA
7533,Italy,1975,ITA,OECD,1,4500,8,0,4,0,NA,NA,0.5823,0.26876,0.113,0.25973,NA
7534,Italy,1976,ITA,OECD,0,2437,3,0,0,4,NA,NA,0.5864,0.28962,0.11,0.27247,NA
7535,Italy,1977,ITA,OECD,0,4062,5,1,3,6,NA,NA,0.5904,0.31217,0.097,0.28753,NA
7536,Italy,1978,ITA,OECD,1,9000,3,0,0,15,NA,NA,0.5944,0.3364,0.097,0.30402,NA
7537,Italy,1979,ITA,OECD,0,1375,0,2,0,2,NA,NA,0.5984,0.36229,0.094,0.30945,NA
7538,Italy,1980,ITA,OECD,0,1937,0,1,0,3,NA,NA,0.6024,0.38984,0.0944,0.31498,NA
7539,Italy,1981,ITA,OECD,0,875,0,0,0,2,NA,NA,0.6117,0.39429,0.0948,0.32061,NA
7540,Italy,1982,ITA,OECD,1,2312,0,1,0,1,NA,NA,0.6217,0.39921,0.0952,0.32675,NA
7541,Italy,1983,ITA,OECD,1,2437,0,2,3,1,NA,NA,0.6317,0.40412,0.0956,0.333,NA
7542,Italy,1984,ITA,OECD,0,375,0,1,1,0,NA,NA,0.6417,0.41078,0.096,0.33937,NA
7543,Italy,1985,ITA,OECD,0,875,0,0,0,2,NA,NA,0.6516,0.41567,0.0981,0.34587,NA
7544,Italy,1986,ITA,OECD,0,250,0,0,0,0,NA,NA,0.6792,0.41703,0.1003,0.35249,NA
7545,Italy,1987,ITA,OECD,0,750,0,1,0,0,NA,NA,0.7066,0.41838,0.1025,0.35923,NA
7546,Italy,1988,ITA,OECD,0,375,0,0,1,0,NA,NA,0.7358,0.4215,0.1047,0.36611,NA
7547,Italy,1989,ITA,OECD,0,500,0,0,0,0,NA,NA,0.7667,0.42285,0.107,0.37312,0.00115
7548,Italy,1990,ITA,OECD,0,625,0,0,3,0,NA,0.0368,0.7975,0.42419,0.106,0.38825,0.00331
7549,Italy,1991,ITA,OECD,0,250,0,1,0,0,NA,0.0455,0.802,0.42904,0.105,0.40399,0.00613
7550,Italy,1992,ITA,OECD,0,3125,0,1,3,4,NA,0.0542,0.8062,0.43196,0.103,0.41462,0.01137
7551,Italy,1993,ITA,OECD,0,562,1,0,0,0,NA,0.0611,0.8103,0.43663,0.102,0.42207,0.02108
7552,Italy,1994,ITA,OECD,0,750,0,1,0,0,NA,0.0715,0.8145,0.43953,0.101,0.42803,0.03906
7553,Italy,1995,ITA,OECD,0,562,0,0,0,1,NA,0.0836,0.8186,0.44418,0.1,0.43443,0.0673
7554,Italy,1996,ITA,OECD,0,500,0,0,0,0,NA,0.0922,0.8697,0.52186,0.104,0.44021,0.11247
7555,Italy,1997,ITA,OECD,0,500,0,0,0,0,NA,0.113,0.878,0.52684,0.1082,0.44682,0.18812
7556,Italy,1998,ITA,OECD,0,250,0,0,0,0,NA,0.132,0.8856,0.51399,0.1125,0.45124,0.31438
7557,Italy,1999,ITA,OECD,0,0,0,0,0,0,0.142203,0.1561,0.8931,0.50291,0.117,0.46105,0.52538
7558,Italy,2000,ITA,OECD,0,0,0,0,0,0,0.228611,0.1784,NA,0.49012,0.1087,0.46363,0.73165
7559,Italy,2001,ITA,OECD,0,437,1,0,1,0,0.28387,0.1956,NA,0.47946,0.1347,0.46657,0.84291
7560,Italy,2002,ITA,OECD,0,937,0,2,1,1,0.344249,0.2253,NA,0.46707,0.135,0.46952,0.9376
7561,Italy,2003,ITA,OECD,0,500,0,1,0,0,0.319848,0.2676,NA,0.45643,0.1359,0.45982,0.9815
7562,Italy,2004,ITA,OECD,0,0,0,0,0,0,0.312733,0.3105,NA,NA,0.1382,0.44399,1.07334
7563,Italy,2005,ITA,OECD,0,0,0,0,0,0,0.35391,0.3667,NA,NA,NA,0.4275,1.20319
7564,Italy,2006,ITA,OECD,0,0,0,0,0,0,0.381643,NA,NA,NA,NA,0.4036,1.35521
7565,Italy,2007,ITA,OECD,0,500,0,0,0,0,0.407417,NA,NA,NA,NA,0.37755,1.51246
7566,Italy,2008,ITA,OECD,0,375,0,0,1,0,0.443364,NA,NA,NA,NA,0.35489,1.50907
7567,Italy,2009,ITA,OECD,0,562,1,0,0,0,0.485172,NA,NA,NA,NA,0.36009,1.46076
7568,Italy,2010,ITA,OECD,0,937,1,0,1,0,0.535472,NA,NA,NA,NA,0.3561,1.49366
7569,Italy,2011,ITA,OECD,0,16,1,2,4,0,0.568605,NA,NA,NA,NA,NA,1.51532
7570,Italy,2012,ITA,OECD,0,1500,2,1,3,0,0.577874,NA,NA,NA,NA,NA,NA
7571,Italy,2013,ITA,OECD,0,3188,4,1,9,1,NA,NA,NA,NA,NA,NA,NA
